            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2449535.500000000, A.D. 1994-Jul-02 00:00:00.0000, -2.092394101290466E+08,  1.453240959155528E+08, -3.757610356607735E+08,
2449536.500000000, A.D. 1994-Jul-03 00:00:00.0000, -2.101908515925208E+08,  1.443237090227646E+08, -3.754124671409808E+08,
2449537.500000000, A.D. 1994-Jul-04 00:00:00.0000, -2.111318749890806E+08,  1.432812161039399E+08, -3.750587735299482E+08,
2449538.500000000, A.D. 1994-Jul-05 00:00:00.0000, -2.120617559697611E+08,  1.421967320720476E+08, -3.746999192786689E+08,
2449539.500000000, A.D. 1994-Jul-06 00:00:00.0000, -2.129797663807084E+08,  1.410703887879701E+08, -3.743358684483660E+08,
2449540.500000000, A.D. 1994-Jul-07 00:00:00.0000, -2.138851749455589E+08,  1.399023361716403E+08, -3.739665848116690E+08,
2449541.500000000, A.D. 1994-Jul-08 00:00:00.0000, -2.147772482582225E+08,  1.386927435515758E+08, -3.735920319887322E+08,
2449542.500000000, A.D. 1994-Jul-09 00:00:00.0000, -2.156552522789571E+08,  1.374418011123566E+08, -3.732121736241587E+08,
2449543.500000000, A.D. 1994-Jul-10 00:00:00.0000, -2.165184544527387E+08,  1.361497212038231E+08, -3.728269735999731E+08,
2449544.500000000, A.D. 1994-Jul-11 00:00:00.0000, -2.173661264488635E+08,  1.348167392194975E+08, -3.724363962681781E+08,
2449545.500000000, A.D. 1994-Jul-12 00:00:00.0000, -2.181975473788414E+08,  1.334431137612587E+08, -3.720404066768713E+08,
2449546.500000000, A.D. 1994-Jul-13 00:00:00.0000, -2.190120072278353E+08,  1.320291258883258E+08, -3.716389707597367E+08,
2449547.500000000, A.D. 1994-Jul-14 00:00:00.0000, -2.198088101719118E+08,  1.305750773757584E+08, -3.712320554614108E+08,
2449548.500000000, A.D. 1994-Jul-15 00:00:00.0000, -2.205872774594531E+08,  1.290812880336656E+08, -3.708196287787227E+08,
2449549.500000000, A.D. 1994-Jul-16 00:00:00.0000, -2.213467495829796E+08,  1.275480922256611E+08, -3.704016597062366E+08,
2449550.500000000, A.D. 1994-Jul-17 00:00:00.0000, -2.220865875122873E+08,  1.259758347724469E+08, -3.699781180804924E+08,
2449551.500000000, A.D. 1994-Jul-18 00:00:00.0000, -2.228061727760932E+08,  1.243648664726799E+08, -3.695489743212663E+08,
2449552.500000000, A.D. 1994-Jul-19 00:00:00.0000, -2.235049061918122E+08,  1.227155395663993E+08, -3.691141990743903E+08,
2449553.500000000, A.D. 1994-Jul-20 00:00:00.0000, -2.241822051219072E+08,  1.210282036141694E+08, -3.686737627745296E+08,
2449554.500000000, A.D. 1994-Jul-21 00:00:00.0000, -2.248374993482761E+08,  1.193032023993926E+08, -3.682276351687536E+08,
2449555.500000000, A.D. 1994-Jul-22 00:00:00.0000, -2.254702259942223E+08,  1.175408724538709E+08, -3.677757848649459E+08,
2449556.500000000, A.D. 1994-Jul-23 00:00:00.0000, -2.260798242573614E+08,  1.157415435577113E+08, -3.673181789784487E+08,
2449557.500000000, A.D. 1994-Jul-24 00:00:00.0000, -2.266657308518063E+08,  1.139055411093762E+08, -3.668547829341733E+08,
2449558.500000000, A.D. 1994-Jul-25 00:00:00.0000, -2.272280715472407E+08,  1.120333076737963E+08, -3.663862763913307E+08,
2449559.500000000, A.D. 1994-Jul-26 00:00:00.0000, -2.277648856033053E+08,  1.101249368869709E+08, -3.659111965132936E+08,
2449560.500000000, A.D. 1994-Jul-27 00:00:00.0000, -2.282762804713594E+08,  1.081808807500367E+08, -3.654302133690175E+08,
2449561.500000000, A.D. 1994-Jul-28 00:00:00.0000, -2.287616675187928E+08,  1.062014848674162E+08, -3.649432865672969E+08,
2449562.500000000, A.D. 1994-Jul-29 00:00:00.0000, -2.292204539847724E+08,  1.041871071915088E+08, -3.644503748071748E+08,
2449563.500000000, A.D. 1994-Jul-30 00:00:00.0000, -2.296520442751230E+08,  1.021381191089878E+08, -3.639514354515818E+08,
2449564.500000000, A.D. 1994-Jul-31 00:00:00.0000, -2.300558425234421E+08,  1.000549066727880E+08, -3.634464264662976E+08,
2449565.500000000, A.D. 1994-Aug-01 00:00:00.0000, -2.304312521965927E+08,  9.793787036610885E+07, -3.629353041575904E+08,
2449566.500000000, A.D. 1994-Aug-02 00:00:00.0000, -2.307776783449905E+08,  9.578742621458879E+07, -3.624180255940442E+08,
2449567.500000000, A.D. 1994-Aug-03 00:00:00.0000, -2.310945270309056E+08,  9.360400592249973E+07, -3.618945468250454E+08,
2449568.500000000, A.D. 1994-Aug-04 00:00:00.0000, -2.313812060687969E+08,  9.138805790135285E+07, -3.613648231354780E+08,
2449569.500000000, A.D. 1994-Aug-05 00:00:00.0000, -2.316371270896904E+08,  8.914004905425197E+07, -3.608288109486711E+08,
2449570.500000000, A.D. 1994-Aug-06 00:00:00.0000, -2.318616543173076E+08,  8.686052546311928E+07, -3.602864829984569E+08,
2449571.500000000, A.D. 1994-Aug-07 00:00:00.0000, -2.320543127754231E+08,  8.454987480069996E+07, -3.597377607854619E+08,
2449572.500000000, A.D. 1994-Aug-08 00:00:00.0000, -2.322144844708919E+08,  8.220868669163696E+07, -3.591826188185743E+08,
2449573.500000000, A.D. 1994-Aug-09 00:00:00.0000, -2.323416161522520E+08,  7.983751247203453E+07, -3.586210145595409E+08,
2449574.500000000, A.D. 1994-Aug-10 00:00:00.0000, -2.324351721913302E+08,  7.743692365582760E+07, -3.580529056633480E+08,
2449575.500000000, A.D. 1994-Aug-11 00:00:00.0000, -2.324946401096544E+08,  7.500750954494716E+07, -3.574782528555195E+08,
2449576.500000000, A.D. 1994-Aug-12 00:00:00.0000, -2.325195312196070E+08,  7.254987229923297E+07, -3.568970167962288E+08,
2449577.500000000, A.D. 1994-Aug-13 00:00:00.0000, -2.325093821075925E+08,  7.006462213489844E+07, -3.563091584488949E+08,
2449578.500000000, A.D. 1994-Aug-14 00:00:00.0000, -2.324637546028635E+08,  6.755237251188907E+07, -3.557146395128161E+08,
2449579.500000000, A.D. 1994-Aug-15 00:00:00.0000, -2.323822338880689E+08,  6.501373572710854E+07, -3.551134221658251E+08,
2449580.500000000, A.D. 1994-Aug-16 00:00:00.0000, -2.322644251932820E+08,  6.244931934856185E+07, -3.545054683246577E+08,
2449581.500000000, A.D. 1994-Aug-17 00:00:00.0000, -2.321099497782149E+08,  5.985972380766433E+07, -3.538907389690239E+08,
2449582.500000000, A.D. 1994-Aug-18 00:00:00.0000, -2.319184407149684E+08,  5.724554129459305E+07, -3.532691937923940E+08,
2449583.500000000, A.D. 1994-Aug-19 00:00:00.0000, -2.316895387078929E+08,  5.460735595382461E+07, -3.526407910155192E+08,
2449584.500000000, A.D. 1994-Aug-20 00:00:00.0000, -2.314228883928017E+08,  5.194574533864443E+07, -3.520054874715136E+08,
2449585.500000000, A.D. 1994-Aug-21 00:00:00.0000, -2.311181350268242E+08,  4.926128282253249E+07, -3.513632382546600E+08,
2449586.500000000, A.D. 1994-Aug-22 00:00:00.0000, -2.307749224658172E+08,  4.655454076624849E+07, -3.507139968327740E+08,
2449587.500000000, A.D. 1994-Aug-23 00:00:00.0000, -2.303928922660369E+08,  4.382609390745774E+07, -3.500577151558897E+08,
2449588.500000000, A.D. 1994-Aug-24 00:00:00.0000, -2.299716567136879E+08,  4.107709851261897E+07, -3.493942933848320E+08,
2449589.500000000, A.D. 1994-Aug-25 00:00:00.0000, -2.295109116897485E+08,  3.830698336361864E+07, -3.487237855681976E+08,
2449590.500000000, A.D. 1994-Aug-26 00:00:00.0000, -2.290102659295920E+08,  3.551693062917843E+07, -3.480460864266907E+08,
2449591.500000000, A.D. 1994-Aug-27 00:00:00.0000, -2.284693604458086E+08,  3.270755003094043E+07, -3.473611439758651E+08,
2449592.500000000, A.D. 1994-Aug-28 00:00:00.0000, -2.278878398124002E+08,  2.987946319601513E+07, -3.466689057319046E+08,
2449593.500000000, A.D. 1994-Aug-29 00:00:00.0000, -2.272653533517167E+08,  2.703330403415737E+07, -3.459693188460516E+08,
2449594.500000000, A.D. 1994-Aug-30 00:00:00.0000, -2.266015558785255E+08,  2.416971904129949E+07, -3.452623299948162E+08,
2449595.500000000, A.D. 1994-Aug-31 00:00:00.0000, -2.258961084908254E+08,  2.128936779506235E+07, -3.445478856436208E+08,
2449596.500000000, A.D. 1994-Sep-01 00:00:00.0000, -2.251486791551517E+08,  1.839292373634946E+07, -3.438259320335132E+08,
2449597.500000000, A.D. 1994-Sep-02 00:00:00.0000, -2.243589436417066E+08,  1.548107532727416E+07, -3.430964153473316E+08,
2449598.500000000, A.D. 1994-Sep-03 00:00:00.0000, -2.235265870274985E+08,  1.255452748630710E+07, -3.423592819114060E+08,
2449599.500000000, A.D. 1994-Sep-04 00:00:00.0000, -2.226514012981385E+08,  9.613840254225627E+06, -3.416144162220517E+08,
2449600.500000000, A.D. 1994-Sep-05 00:00:00.0000, -2.217329058934419E+08,  6.660083223339349E+06, -3.408618901778225E+08,
2449601.500000000, A.D. 1994-Sep-06 00:00:00.0000, -2.207709295557237E+08,  3.693851259601653E+06, -3.401015898975467E+08,
2449602.500000000, A.D. 1994-Sep-07 00:00:00.0000, -2.197652279892897E+08,  7.159208899770975E+05, -3.393334648504144E+08,
2449603.500000000, A.D. 1994-Sep-08 00:00:00.0000, -2.187155852503861E+08, -2.272919057416707E+06, -3.385574656241927E+08,
2449604.500000000, A.D. 1994-Sep-09 00:00:00.0000, -2.176218162778555E+08, -5.271873216712400E+06, -3.377735439075930E+08,
2449605.500000000, A.D. 1994-Sep-10 00:00:00.0000, -2.164837667489552E+08, -8.280146082012892E+06, -3.369816518382847E+08,
2449606.500000000, A.D. 1994-Sep-11 00:00:00.0000, -2.153013108016522E+08, -1.129694781068350E+07, -3.361817416254355E+08,
2449607.500000000, A.D. 1994-Sep-12 00:00:00.0000, -2.140743469277831E+08, -1.432149847633679E+07, -3.353737649982426E+08,
2449608.500000000, A.D. 1994-Sep-13 00:00:00.0000, -2.128027932278447E+08, -1.735303039943221E+07, -3.345576729310608E+08,
2449609.500000000, A.D. 1994-Sep-14 00:00:00.0000, -2.114865823305583E+08, -2.039078867013082E+07, -3.337334148384628E+08,
2449610.500000000, A.D. 1994-Sep-15 00:00:00.0000, -2.101256575055252E+08, -2.343403036345594E+07, -3.329009388228945E+08,
2449611.500000000, A.D. 1994-Sep-16 00:00:00.0000, -2.087199692582167E+08, -2.648202283611967E+07, -3.320601915157629E+08,
2449612.500000000, A.D. 1994-Sep-17 00:00:00.0000, -2.072694725814601E+08, -2.953404146063903E+07, -3.312111177247601E+08,
2449613.500000000, A.D. 1994-Sep-18 00:00:00.0000, -2.057741253502257E+08, -3.258936709128886E+07, -3.303536607002649E+08,
2449614.500000000, A.D. 1994-Sep-19 00:00:00.0000, -2.042338873311194E+08, -3.564728339030313E+07, -3.294877622321246E+08,
2449615.500000000, A.D. 1994-Sep-20 00:00:00.0000, -2.026487198907050E+08, -3.870707419338048E+07, -3.286133627569783E+08,
2449616.500000000, A.D. 1994-Sep-21 00:00:00.0000, -2.010185863740553E+08, -4.176802109280336E+07, -3.277304015264666E+08,
2449617.500000000, A.D. 1994-Sep-22 00:00:00.0000, -1.993434530474964E+08, -4.482940139850652E+07, -3.268388168507435E+08,
2449618.500000000, A.D. 1994-Sep-23 00:00:00.0000, -1.976232903226349E+08, -4.789048656034411E+07, -3.259385462324926E+08,
2449619.500000000, A.D. 1994-Sep-24 00:00:00.0000, -1.958580742306992E+08, -5.095054110640709E+07, -3.250295266584809E+08,
2449620.500000000, A.D. 1994-Sep-25 00:00:00.0000, -1.940477877458550E+08, -5.400882198078765E+07, -3.241116946862451E+08,
2449621.500000000, A.D. 1994-Sep-26 00:00:00.0000, -1.921924219040199E+08, -5.706457815735097E+07, -3.231849864476845E+08,
2449622.500000000, A.D. 1994-Sep-27 00:00:00.0000, -1.902919768603374E+08, -6.011705040326652E+07, -3.222493378948755E+08,
2449623.500000000, A.D. 1994-Sep-28 00:00:00.0000, -1.883464652934825E+08, -6.316554386254058E+07, -3.213047039349161E+08,
2449624.500000000, A.D. 1994-Sep-29 00:00:00.0000, -1.863559018579016E+08, -6.620913564196628E+07, -3.203509817208025E+08,
2449625.500000000, A.D. 1994-Sep-30 00:00:00.0000, -1.843203220659031E+08, -6.924711190428302E+07, -3.193881264936120E+08,
2449626.500000000, A.D. 1994-Oct-01 00:00:00.0000, -1.822397710810573E+08, -7.227867460821508E+07, -3.184160742810253E+08,
2449627.500000000, A.D. 1994-Oct-02 00:00:00.0000, -1.801143093628077E+08, -7.530301338566515E+07, -3.174347616879444E+08,
2449628.500000000, A.D. 1994-Oct-03 00:00:00.0000, -1.779440159487947E+08, -7.831930474761446E+07, -3.164441260633942E+08,
2449629.500000000, A.D. 1994-Oct-04 00:00:00.0000, -1.757289928744994E+08, -8.132671247961475E+07, -3.154441057925088E+08,
2449630.500000000, A.D. 1994-Oct-05 00:00:00.0000, -1.734693701312229E+08, -8.432438999729611E+07, -3.144346405144181E+08,
2449631.500000000, A.D. 1994-Oct-06 00:00:00.0000, -1.711653100764466E+08, -8.731148513897519E+07, -3.134156712314829E+08,
2449632.500000000, A.D. 1994-Oct-07 00:00:00.0000, -1.688170096588387E+08, -9.028714695354727E+07, -3.123871398642121E+08,
2449633.500000000, A.D. 1994-Oct-08 00:00:00.0000, -1.664246996803834E+08, -9.325053332932733E+07, -3.113489888007950E+08,
2449634.500000000, A.D. 1994-Oct-09 00:00:00.0000, -1.639886408476465E+08, -9.620081757893218E+07, -3.103011602137842E+08,
2449635.500000000, A.D. 1994-Oct-10 00:00:00.0000, -1.615091177471745E+08, -9.913719257582073E+07, -3.092435954408758E+08,
2449636.500000000, A.D. 1994-Oct-11 00:00:00.0000, -1.589864549474985E+08, -1.020588754367624E+08, -3.081762216179778E+08,
2449637.500000000, A.D. 1994-Oct-12 00:00:00.0000, -1.564209205249139E+08, -1.049650924134946E+08, -3.070990031594419E+08,
2449638.500000000, A.D. 1994-Oct-13 00:00:00.0000, -1.538128585312600E+08, -1.078550972659884E+08, -3.060118635731469E+08,
2449639.500000000, A.D. 1994-Oct-14 00:00:00.0000, -1.511625951253806E+08, -1.107281541872767E+08, -3.049147379105794E+08,
2449640.500000000, A.D. 1994-Oct-15 00:00:00.0000, -1.484704601170634E+08, -1.135835383461448E+08, -3.038075597364052E+08,
2449641.500000000, A.D. 1994-Oct-16 00:00:00.0000, -1.457367863943165E+08, -1.164205332222116E+08, -3.026902612099046E+08,
2449642.500000000, A.D. 1994-Oct-17 00:00:00.0000, -1.429619099326837E+08, -1.192384283576534E+08, -3.015627733165312E+08,
2449643.500000000, A.D. 1994-Oct-18 00:00:00.0000, -1.401461700325588E+08, -1.220365173320592E+08, -3.004250258768324E+08,
2449644.500000000, A.D. 1994-Oct-19 00:00:00.0000, -1.372899099997534E+08, -1.248140961504744E+08, -2.992769479507707E+08,
2449645.500000000, A.D. 1994-Oct-20 00:00:00.0000, -1.343934779578198E+08, -1.275704617905529E+08, -2.981184680466601E+08,
2449646.500000000, A.D. 1994-Oct-21 00:00:00.0000, -1.314572277449497E+08, -1.303049109159555E+08, -2.969495141080795E+08,
2449647.500000000, A.D. 1994-Oct-22 00:00:00.0000, -1.284815200638936E+08, -1.330167389676417E+08, -2.957700137532600E+08,
2449648.500000000, A.D. 1994-Oct-23 00:00:00.0000, -1.254667236259208E+08, -1.357052394762643E+08, -2.945798943790173E+08,
2449649.500000000, A.D. 1994-Oct-24 00:00:00.0000, -1.224132162876430E+08, -1.383697036290238E+08, -2.933790833061783E+08,
2449650.500000000, A.D. 1994-Oct-25 00:00:00.0000, -1.193213860962172E+08, -1.410094199792433E+08, -2.921675079075562E+08,
2449651.500000000, A.D. 1994-Oct-26 00:00:00.0000, -1.161916322472521E+08, -1.436236741916931E+08, -2.909450957445930E+08,
2449652.500000000, A.D. 1994-Oct-27 00:00:00.0000, -1.130243660367575E+08, -1.462117487178630E+08, -2.897117747522017E+08,
2449653.500000000, A.D. 1994-Oct-28 00:00:00.0000, -1.098200243825946E+08, -1.487729167316509E+08, -2.884675054935721E+08,
2449654.500000000, A.D. 1994-Oct-29 00:00:00.0000, -1.065790210924616E+08, -1.513064643069943E+08, -2.872121516735466E+08,
2449655.500000000, A.D. 1994-Oct-30 00:00:00.0000, -1.033018243500058E+08, -1.538116539435458E+08, -2.859456760167876E+08,
2449656.500000000, A.D. 1994-Oct-31 00:00:00.0000, -9.998890931744225E+07, -1.562877490295268E+08, -2.846680093514773E+08,
2449657.500000000, A.D. 1994-Nov-01 00:00:00.0000, -9.664077469305533E+07, -1.587340080591595E+08, -2.833790838765563E+08,
2449658.500000000, A.D. 1994-Nov-02 00:00:00.0000, -9.325794719277678E+07, -1.611496870467219E+08, -2.820788333157501E+08,
2449659.500000000, A.D. 1994-Nov-03 00:00:00.0000, -8.984098559665999E+07, -1.635340443144444E+08, -2.807671928976507E+08,
2449660.500000000, A.D. 1994-Nov-04 00:00:00.0000, -8.639048285031636E+07, -1.658863474988148E+08, -2.794440990141435E+08,
2449661.500000000, A.D. 1994-Nov-05 00:00:00.0000, -8.290706490817691E+07, -1.682058816522911E+08, -2.781094887000996E+08,
2449662.500000000, A.D. 1994-Nov-06 00:00:00.0000, -7.939138596898235E+07, -1.704919564225911E+08, -2.767632990828067E+08,
2449663.500000000, A.D. 1994-Nov-07 00:00:00.0000, -7.584412101273346E+07, -1.727439100262205E+08, -2.754054663794420E+08,
2449664.500000000, A.D. 1994-Nov-08 00:00:00.0000, -7.226595796408771E+07, -1.749611098328511E+08, -2.740359255677126E+08,
2449665.500000000, A.D. 1994-Nov-09 00:00:00.0000, -6.865759115946223E+07, -1.771429497901297E+08, -2.726546101040357E+08,
2449666.500000000, A.D. 1994-Nov-10 00:00:00.0000, -6.501971712505992E+07, -1.792888462836185E+08, -2.712614519165308E+08,
2449667.500000000, A.D. 1994-Nov-11 00:00:00.0000, -6.135303261810111E+07, -1.813982338948756E+08, -2.698563817179967E+08,
2449668.500000000, A.D. 1994-Nov-12 00:00:00.0000, -5.765823420678823E+07, -1.834705616752502E+08, -2.684393292184919E+08,
2449669.500000000, A.D. 1994-Nov-13 00:00:00.0000, -5.393601872631004E+07, -1.855052903364119E+08, -2.670102233904482E+08,
2449670.500000000, A.D. 1994-Nov-14 00:00:00.0000, -5.018724176298660E+07, -1.875019592840283E+08, -2.655688459277163E+08,
2449671.500000000, A.D. 1994-Nov-15 00:00:00.0000, -4.641228594962043E+07, -1.894599045170256E+08, -2.641154229890754E+08,
2449672.500000000, A.D. 1994-Nov-16 00:00:00.0000, -4.261201311069322E+07, -1.913786851272756E+08, -2.626497315260390E+08,
2449673.500000000, A.D. 1994-Nov-17 00:00:00.0000, -3.878712897170500E+07, -1.932577927431034E+08, -2.611716996783611E+08,
2449674.500000000, A.D. 1994-Nov-18 00:00:00.0000, -3.493834332235301E+07, -1.950967241668697E+08, -2.596812558243058E+08,
2449675.500000000, A.D. 1994-Nov-19 00:00:00.0000, -3.106637081670719E+07, -1.968949805466805E+08, -2.581783287400871E+08,
2449676.500000000, A.D. 1994-Nov-20 00:00:00.0000, -2.717193188295036E+07, -1.986520666444903E+08, -2.566628477603688E+08,
2449677.500000000, A.D. 1994-Nov-21 00:00:00.0000, -2.325575374100856E+07, -2.003674902586080E+08, -2.551347429689041E+08,
2449678.500000000, A.D. 1994-Nov-22 00:00:00.0000, -1.931857149081405E+07, -2.020407617584583E+08, -2.535939453439152E+08,
2449679.500000000, A.D. 1994-Nov-23 00:00:00.0000, -1.536112925215510E+07, -2.036713937706490E+08, -2.520403869331393E+08,
2449680.500000000, A.D. 1994-Nov-24 00:00:00.0000, -1.138418135395087E+07, -2.052589009229147E+08, -2.504740010000251E+08,
2449681.500000000, A.D. 1994-Nov-25 00:00:00.0000, -7.388493629889574E+06, -2.068027995076409E+08, -2.488947220368311E+08,
2449682.500000000, A.D. 1994-Nov-26 00:00:00.0000, -3.374844974813357E+06, -2.083026076775945E+08, -2.473024863995279E+08,
2449683.500000000, A.D. 1994-Nov-27 00:00:00.0000,  6.559707277695898E+05, -2.097578450622708E+08, -2.456972320985841E+08,
2449684.500000000, A.D. 1994-Nov-28 00:00:00.0000,  4.703142092061726E+06, -2.111680332013768E+08, -2.440788991247903E+08,
2449685.500000000, A.D. 1994-Nov-29 00:00:00.0000,  8.765837120767755E+06, -2.125326967429317E+08, -2.424474296824097E+08,
2449686.500000000, A.D. 1994-Nov-30 00:00:00.0000,  1.284319977347225E+07, -2.138513659523234E+08, -2.408027682374394E+08,
2449687.500000000, A.D. 1994-Dec-01 00:00:00.0000,  1.693434696233349E+07, -2.151235813732338E+08, -2.391448617039787E+08,
2449688.500000000, A.D. 1994-Dec-02 00:00:00.0000,  2.103836713688547E+07, -2.163488998423101E+08, -2.374736587752479E+08,
2449689.500000000, A.D. 1994-Dec-03 00:00:00.0000,  2.515432178800956E+07, -2.175269022174517E+08, -2.357891097778140E+08,
2449690.500000000, A.D. 1994-Dec-04 00:00:00.0000,  2.928125038496366E+07, -2.186571999747235E+08, -2.340911659140078E+08,
2449691.500000000, A.D. 1994-Dec-05 00:00:00.0000,  3.341817802246889E+07, -2.197394391502092E+08, -2.323797785667116E+08,
2449692.500000000, A.D. 1994-Dec-06 00:00:00.0000,  3.756412385063459E+07, -2.207733005120211E+08, -2.306548988243148E+08,
2449693.500000000, A.D. 1994-Dec-07 00:00:00.0000,  4.171810816232748E+07, -2.217584963815443E+08, -2.289164773569693E+08,
2449694.500000000, A.D. 1994-Dec-08 00:00:00.0000,  4.587915684728044E+07, -2.226947655123791E+08, -2.271644645248630E+08,
2449695.500000000, A.D. 1994-Dec-09 00:00:00.0000,  5.004630316028640E+07, -2.235818677922367E+08, -2.253988107113799E+08,
2449696.500000000, A.D. 1994-Dec-10 00:00:00.0000,  5.421858754312198E+07, -2.244195798461075E+08, -2.236194667305585E+08,
2449697.500000000, A.D. 1994-Dec-11 00:00:00.0000,  5.839505644498225E+07, -2.252076918954648E+08, -2.218263841975189E+08,
2449698.500000000, A.D. 1994-Dec-12 00:00:00.0000,  6.257476088891868E+07, -2.259460057733048E+08, -2.200195158577322E+08,
2449699.500000000, A.D. 1994-Dec-13 00:00:00.0000,  6.675675519737221E+07, -2.266343337151430E+08, -2.181988158401148E+08,
2449700.500000000, A.D. 1994-Dec-14 00:00:00.0000,  7.094009601450905E+07, -2.272724975598013E+08, -2.163642398485554E+08,
2449701.500000000, A.D. 1994-Dec-15 00:00:00.0000,  7.512390937525597E+07, -2.278603367947620E+08, -2.145157124647091E+08,
2449702.500000000, A.D. 1994-Dec-16 00:00:00.0000,  7.930711643296564E+07, -2.283976728138700E+08, -2.126532592082618E+08,
2449703.500000000, A.D. 1994-Dec-17 00:00:00.0000,  8.348884770726418E+07, -2.288843618647098E+08, -2.107768088349971E+08,
2449704.500000000, A.D. 1994-Dec-18 00:00:00.0000,  8.766816309599212E+07, -2.293202576396647E+08, -2.088863253972729E+08,
2449705.500000000, A.D. 1994-Dec-19 00:00:00.0000,  9.184412155675481E+07, -2.297052198299454E+08, -2.069817755375509E+08,
2449706.500000000, A.D. 1994-Dec-20 00:00:00.0000,  9.601577999138728E+07, -2.300391134186273E+08, -2.050631287257273E+08,
2449707.500000000, A.D. 1994-Dec-21 00:00:00.0000,  1.001821918930472E+08, -2.303218081744781E+08, -2.031303575025850E+08,
2449708.500000000, A.D. 1994-Dec-22 00:00:00.0000,  1.043424057680611E+08, -2.305531783393106E+08, -2.011834376532373E+08,
2449709.500000000, A.D. 1994-Dec-23 00:00:00.0000,  1.084954632559198E+08, -2.307331022806501E+08, -1.992223480756010E+08,
2449710.500000000, A.D. 1994-Dec-24 00:00:00.0000,  1.126403976699085E+08, -2.308614636735931E+08, -1.972470716850118E+08,
2449711.500000000, A.D. 1994-Dec-25 00:00:00.0000,  1.167762320283300E+08, -2.309381521642744E+08, -1.952575955113063E+08,
2449712.500000000, A.D. 1994-Dec-26 00:00:00.0000,  1.209019768304139E+08, -2.309630643028410E+08, -1.932539105859478E+08,
2449713.500000000, A.D. 1994-Dec-27 00:00:00.0000,  1.250166279033895E+08, -2.309361055220879E+08, -1.912360120817942E+08,
2449714.500000000, A.D. 1994-Dec-28 00:00:00.0000,  1.291191644115673E+08, -2.308571931561818E+08, -1.892038994221980E+08,
2449715.500000000, A.D. 1994-Dec-29 00:00:00.0000,  1.332085474145292E+08, -2.307262605402624E+08, -1.871575761616739E+08,
2449716.500000000, A.D. 1994-Dec-30 00:00:00.0000,  1.372837197792626E+08, -2.305432622172960E+08, -1.850970496692921E+08,
2449717.500000000, A.D. 1994-Dec-31 00:00:00.0000,  1.413436084643456E+08, -2.303081800140976E+08, -1.830223309086792E+08,
2449718.500000000, A.D. 1995-Jan-01 00:00:00.0000,  1.453871292631862E+08, -2.300210281323758E+08, -1.809334338412824E+08,
2449719.500000000, A.D. 1995-Jan-02 00:00:00.0000,  1.494131936704504E+08, -2.296818559806256E+08, -1.788303747541342E+08,
2449720.500000000, A.D. 1995-Jan-03 00:00:00.0000,  1.534207169728900E+08, -2.292907484749505E+08, -1.767131722509612E+08,
2449721.500000000, A.D. 1995-Jan-04 00:00:00.0000,  1.574086250638145E+08, -2.288478227472826E+08, -1.745818471363778E+08,
2449722.500000000, A.D. 1995-Jan-05 00:00:00.0000,  1.613758586664437E+08, -2.283532224724283E+08, -1.724364222792220E+08,
2449723.500000000, A.D. 1995-Jan-06 00:00:00.0000,  1.653213753464014E+08, -2.278071124824221E+08, -1.702769232346989E+08,
2449724.500000000, A.D. 1995-Jan-07 00:00:00.0000,  1.692441491112063E+08, -2.272096737684640E+08, -1.681033786207482E+08,
2449725.500000000, A.D. 1995-Jan-08 00:00:00.0000,  1.731431690496915E+08, -2.265611001877328E+08, -1.659158207256145E+08,
2449726.500000000, A.D. 1995-Jan-09 00:00:00.0000,  1.770174374388991E+08, -2.258615962395657E+08, -1.637142858387309E+08,
2449727.500000000, A.D. 1995-Jan-10 00:00:00.0000,  1.808659679560032E+08, -2.251113757034791E+08, -1.614988144085802E+08,
2449728.500000000, A.D. 1995-Jan-11 00:00:00.0000,  1.846877845058792E+08, -2.243106610918866E+08, -1.592694513237162E+08,
2449729.500000000, A.D. 1995-Jan-12 00:00:00.0000,  1.884819573367297E+08, -2.234595577731599E+08, -1.570263799399099E+08,
2449730.500000000, A.D. 1995-Jan-13 00:00:00.0000,  1.922474542713415E+08, -2.225585589796351E+08, -1.547693853311641E+08,
2449731.500000000, A.D. 1995-Jan-14 00:00:00.0000,  1.959833649111012E+08, -2.216077827218086E+08, -1.524986630517252E+08,
2449732.500000000, A.D. 1995-Jan-15 00:00:00.0000,  1.996887490272842E+08, -2.206074819260547E+08, -1.502142780641068E+08,
2449733.500000000, A.D. 1995-Jan-16 00:00:00.0000,  2.033626740267245E+08, -2.195579149979579E+08, -1.479163008318688E+08,
2449734.500000000, A.D. 1995-Jan-17 00:00:00.0000,  2.070042138029913E+08, -2.184593447658484E+08, -1.456048075257670E+08,
2449735.500000000, A.D. 1995-Jan-18 00:00:00.0000,  2.106124473894365E+08, -2.173120379204696E+08, -1.432798804331810E+08,
2449736.500000000, A.D. 1995-Jan-19 00:00:00.0000,  2.141864567808922E+08, -2.161162644222656E+08, -1.409416080457017E+08,
2449737.500000000, A.D. 1995-Jan-20 00:00:00.0000,  2.177253248008770E+08, -2.148722978448776E+08, -1.385900853344243E+08,
2449738.500000000, A.D. 1995-Jan-21 00:00:00.0000,  2.212281327680516E+08, -2.135804162729450E+08, -1.362254138702490E+08,
2449739.500000000, A.D. 1995-Jan-22 00:00:00.0000,  2.246939585686558E+08, -2.122409041472881E+08, -1.338477020207711E+08,
